Model,DT
CTG-3030,18.8921693949609
CTG-3032,8.34770275591296
CTG-3033,15.9533874890781
CTG-3034,12.1678379153986
CTG-3036,15.6065747175764
CTG-3340,9.20387739754506
CTG-0667,10.2557491001216
CTG-1015,6.29738979832031
CTG-2258,19.4027685677977
CTG-2687,8.15798223873312
CTG-2713,7.71938104310231
CTG-2752,14.076518372716
CTG-2754,10.8773096516442
CTG-2756,7.8032873587882
CTG-2762,13.052771581973
CTG-2771,11.7688924099757
CTG-2816,7.55686775798437
CTG-2859,21.7546193032883
CTG-2862,13.052771581973
CTG-2919,7.97669374453905
CTG-2965,25.6393727503041
CTG-3004,15.2745199363514
CTG-3039,12.5947795966406
CTG-3106,19.9417343613476
CTG-3124,12.5947795966406
CTG-3141,15.9533874890781
CTG-3153,17.9475609252129
CTG-3300,15.2745199363514
CTG-3307,7.25153976776278
CTG-3020,5.65277509455523
CTG-3064,4.88369004767697
CTG-3343,6.18881411214237
CTG-3766,6.13591826503004
CTG-3793,6.13591826503004
CTG-3794,2.36931497362546
CTG-3795,5.93307799180591
CTG-3796,10.2557491001216
CTG-3797,6.64724478711588
CTG-3799,4.69217279090532
CTG-3800,4.37745388419826
CTG-3801,7.97669374453905
CTG-3802,5.78953578232673
CTG-3803,4.0331597584748
CTG-3804,4.78601624672343
CTG-3805,2.74008563743708
CTG-3830,4.98543359033691
CTG-3879,9.70138428389885
CTG-3904,8.75490776839652
CTG-3905,6.13591826503004
CTG-3907,6.2973897983203
CTG-1277,5.83660517893101
CTG-1278,29.9126015420214
CTG-1280,7.03825918635799
CTG-1282,6.08391895769928
CTG-1577,10.7149617463957
CTG-2268,11.0446528770541
CTG-2297,15.9533874890781
CTG-2597,23.1581431293069
CTG-2647,9.83427995902075
CTG-2737,18.8921693949609
CTG-3991,12.8196863751521
CTG-3994,7.71938104310231
CTG-3995,12.1678379153986
CTG-4041,9.32340827283785
CTG-0399,23.1581431293069
CTG-0927,13.5453290001607
CTG-0941,12.1678379153986
CTG-0997,26.5889791484635
CTG-1034,17.509815536793
CTG-1210,5.02029676229731
CTG-1420,15.2745199363514
CTG-1480,6.90290804815879
CTG-1891,42.2295551181479
CTG-2218,19.9417343613476
CTG-2246,11.7688924099757
CTG-2497,27.6116321926352
CTG-2508,31.2131494351528
CTG-2619,12.8196863751521
CTG-2740,3.62576988388139
CTG-0493,18.8921693949609
CTG-0699,14.3580487401703
CTG-0896,11.217225578258
CTG-1709,17.9475609252129
CTG-1741,6.70936857017304
CTG-1875,10.4043831450509
CTG-1876,11.5790715646535
CTG-1958,9.97086718067382
CTG-2087,9.44608469748046
CTG-2882,17.0929151668694
CTG-2957,14.3580487401703
CTG-1061,6.64724478711588
CTG-1076,4.51510966672022
CTG-1092,17.509815536793
CTG-1258,14.3580487401703
CTG-1388,5.65277509455523
CTG-1652,7.17902437008515
CTG-1771,11.5790715646535
CTG-2178,6.2973897983203
CTG-3097,24.7552564485695
CTG-3297,25.6393727503041
CTG-4035,13.8058160963176
CTG-2427,14.3580487401703
CTG-2428,14.3580487401703
CTG-2430,29.9126015420215
CTG-2440,15.6065747175764
CTG-3007,12.3776282242847
CTG-3108,6.64724478711588
CTG-3167,11.9650406168086
CTG-3421,13.052771581973
CTG-3428,8.75490776839652
CTG-3581,10.8773096516442
CTG-3610,14.3580487401703
CTG-0656,11.9650406168086
CTG-1218,5.02029676229731
CTG-1252,10.4043831450509
CTG-1265,12.1678379153986
CTG-1713,14.6510701430309
CTG-2093,8.75490776839652
CTG-2475,16.3159644774662
CTG-1256,15.6065747175764
CTG-1561,12.3776282242847
CTG-1931,42.2295551181479
CTG-2172,24.7552564485695
CTG-2280,7.88903776932434
CTG-3608,26.5889791484635
CTG-0061,7.8032873587882
CTG-0062,11.5790715646535
CTG-0063,8.44591102362958
